0.0 0
1.20015 14600
1.40169 16060
1.40415 18980
1.40661 21900
1.40906 24820
1.41152 27740
1.60323 30660
1.60569 33580
1.60814 36500
1.6106 39420
1.61306 42340
1.61552 45260
1.61797 48180
1.62043 51100
1.62289 54020
1.80477 56940
1.80722 59860
1.80968 62780
1.81214 65700
1.8146 68620
1.81705 71540
1.81951 74460
1.82197 77380
1.82443 80300
1.83058 78840
1.83181 77867
1.83304 77380
1.83426 76894
1.83549 76407
1.83672 75920
1.83795 75434
1.83918 74947
1.84041 74460
1.84164 73974
1.84287 73487
1.84409 73000
1.84532 72514
1.84655 72027
1.84778 71540
2.00631 71054
2.00754 70567
2.00877 70080
2.01 69594
2.01122 69107
2.01245 68620
2.01368 68134
2.01491 67647
2.01614 67160
2.01737 66674
2.0186 66187
2.01983 65700
2.02105 65214
2.02228 64727
2.02351 64240
2.02474 63754
2.02597 63267
2.0272 62780
2.02843 62294
2.02966 61807
2.03089 61320
2.03211 60834
2.03334 60347
2.03457 59860
2.0358 59374
2.03703 58887
2.03826 58400
2.03949 57914
2.04072 55480
2.05422 56940
2.05668 58400
2.20907 59860
2.21276 61320
2.24348 62780
2.26069 61320
2.26192 60347
2.26315 59860
2.26438 59374
2.26561 58887
2.26684 58400
2.26806 57914
2.27053 57427
2.27176 56940
2.27299 54994
2.27422 54507
2.27545 54020
2.41063 53534
2.41186 53047
2.41308 52560
2.41431 52074
2.41554 51587
2.41677 51100
2.418 50614
2.41923 50127
2.42169 49640
2.42291 49154
2.42537 48667
2.4266 48180
2.42906 47694
2.43029 47207
2.43274 46720
2.43397 46234
2.43643 43800
2.47576 45260
2.61709 44092
2.61831 43508
2.62077 42924
2.62323 42340
2.62692 41756
2.62814 41172
2.63183 40588
2.63429 40004
2.6392 39420
2.64166 38836
2.64289 38252
2.64658 37668
2.64781 37084
2.64903 36500
2.65026 35916
2.65149 35332
2.65272 34748
2.66133 34164
2.66256 33580
2.66379 32996
2.66502 30660
2.81494 32120
2.84074 33580
3.04351 35040
3.2475 36500
3.42078 35040
3.42201 33959
3.42324 33418
3.42815 32878
3.42938 32337
3.43553 31796
3.43676 31255
3.44659 30715
3.44782 30174
3.44904 29633
3.45027 29092
3.4515 28552
3.45519 28011
3.45642 27470
3.45887 24820
3.62232 26280
3.63092 27740
3.87424 29200
4.22694 30660
4.8426 29200
4.84383 28058
4.85858 27487
4.85981 26915
4.86349 26344
4.86472 25773
4.8721 25201
4.87332 24630
4.88316 24059
4.88439 23487
4.88562 22916
4.88685 20440
5.04414 21900
5.06503 23360
5.23585 24820
5.28746 26280
5.489 27740
5.84292 29200
6.09607 30660
6.45982 29200
6.48072 28058
6.48194 27487
6.48317 25455
6.50038 24884
6.50161 24313
6.50284 23741
6.50407 23170
6.50652 20440
6.68471 21900
6.70438 23360
6.85185 24820
7.05461 26280
7.25615 27740
7.45891 29200
7.72559 30660
7.91975 29200
7.92713 28058
7.92836 27487
7.92959 26915
8.06476 26344
8.06599 25773
8.06722 25201
8.06845 24630
8.06968 24059
8.0709 23487
8.07213 22916
8.07336 20440
8.09917 18980
8.12129 20440
8.3007 21900
8.32038 23360
8.4703 24820
8.67306 26280
8.8746 27740
9.07737 29200
9.34404 30660
10.6995 29200
10.7007 28058
10.702 27487
10.7228 26915
10.7241 26344
10.7425 25773
10.7437 25201
10.745 24630
10.7462 24059
10.7474 23487
10.7487 22916
10.756 20440
10.9023 21900
10.9256 23360
11.0952 24820
11.1505 23360
11.1603 22131
11.1616 21516
11.2967 20902
11.298 20287
11.2992 19672
11.3004 19057
11.3017 18443
11.3029 16060
11.352 17520
11.5007 18980
11.7539 20440
12.3093 18980
12.3106 17703
12.313 17064
12.3143 16425
12.3155 15787
12.3167 13140
12.5109 14600
12.5404 16060
12.565 14600
12.5662 13253
12.5674 12579
12.7124 10220
12.7665 11680
12.9459 10220
12.9644 8760
12.9656 7300
13.7665 1460
14.3696 2920
14.9755 1460
15.177 2920
15.177 4380
15.9841 2920
16.1856 4380
18.813 5840
19.2157 7300
19.4185 8760
19.62 10220
19.6249 8760
19.8216 7300
19.8228 5840
