0.0 0
1.20015 14600
1.40169 16060
1.40415 17520
1.40661 18980
1.40906 20440
1.41152 21900
1.60323 23360
1.60569 24820
1.60814 26280
1.6106 27740
1.61306 29200
1.61552 30660
1.61797 32120
1.80477 33580
1.80722 35040
1.80968 36500
1.81214 37960
1.8146 39420
1.81705 40880
1.81951 42340
1.82197 43800
1.82443 45260
1.82688 46720
1.82934 48180
2.00753 49640
2.00999 51100
2.01245 52560
2.0149 54020
2.01736 55480
2.01982 56940
2.02228 58400
2.02473 59860
2.02719 61320
2.02965 62780
2.03211 64240
2.03456 65700
2.03702 67160
2.03948 68620
2.04194 70080
2.04439 71540
2.20907 73000
2.21152 74460
2.21398 75920
2.21644 77380
2.2189 78840
2.22135 80300
2.22381 81760
2.22627 83220
2.22873 84680
2.23119 86140
2.23364 87600
2.2361 89060
2.23856 90520
2.24102 91980
2.24347 93440
2.24593 94900
2.24839 96360
2.25085 97820
2.2533 99280
2.25576 100740
2.25822 102200
2.26068 103660
2.26313 105120
2.26559 106580
2.4106 108040
2.41306 109500
2.41552 110960
2.41798 112420
2.42043 113880
2.42289 115340
2.42535 116800
2.42781 118260
2.43026 119720
2.43272 121180
2.43518 122640
2.43764 124100
2.44009 125560
2.44255 127020
2.4487 124100
2.44993 122640
2.45116 121811
2.45239 121048
2.45362 120285
2.45485 119521
2.45608 118758
2.45731 117995
2.45853 117232
2.45976 116469
2.46099 115705
2.46222 114942
2.46345 114179
2.46468 113416
2.46591 112653
2.46714 111890
2.46836 111126
2.46959 110363
2.47082 109600
2.47205 108837
2.47328 108074
2.47451 107310
2.47574 106547
2.47697 105784
2.4782 105021
2.47942 104258
2.48065 103495
2.48188 102731
2.48311 101968
2.48434 101205
2.48557 100442
2.4868 99679
2.48803 98915
2.48925 98152
2.49048 97389
2.49171 96626
2.49294 95863
2.49417 95100
2.4954 94336
2.49663 93573
2.49786 92810
2.61215 92047
2.61338 91284
2.61461 90520
2.61583 89757
2.61706 88994
2.61829 88231
2.61952 86140
2.62075 84680
2.62198 83220
2.62321 81760
2.62444 80300
2.62566 78840
2.62689 77380
2.62812 75920
2.62935 74460
2.63058 73000
2.63181 71540
2.63304 70080
2.63427 68620
2.63549 67160
2.63672 65700
2.63795 64240
2.63918 62780
2.64041 61320
2.66621 61354
2.86897 61388
2.87143 61422
2.87389 61456
2.87635 61490
2.8788 61524
2.88126 61558
2.88372 61592
2.88618 61626
2.88863 61660
2.89109 61694
2.89355 61728
2.89601 61762
2.89846 61796
2.90092 61830
2.90338 61864
2.90584 61898
2.90829 61932
2.91075 61966
2.91321 62000
2.91567 62034
2.91812 62068
3.07174 62102
3.0742 62136
3.07665 62170
3.07911 62204
3.08157 62238
3.08403 62272
3.08648 62306
3.08894 62340
3.0914 62374
3.09386 62408
3.09631 62442
3.09877 62476
3.10123 62510
3.10369 62544
3.10614 62578
3.1086 62612
3.11106 62646
3.11352 62680
3.11597 62714
3.11843 62747
3.12089 62780
3.2745 62813
3.27696 62846
3.27942 62879
3.28188 62912
3.28433 62945
3.29048 61320
3.29171 59860
3.29294 58936
3.29417 58141
3.2954 57346
3.29663 56551
3.29786 55756
3.29909 54961
3.30032 54166
3.30154 53372
3.30277 52577
3.304 51782
3.30523 50987
3.30646 50192
3.30769 49397
3.30892 48602
3.31015 47807
3.31137 47012
3.3126 46218
3.31383 45423
3.31506 44628
3.31629 43833
3.31752 43038
3.31875 42243
3.31998 41448
3.3212 40653
3.32243 39858
3.32366 39064
3.32489 38269
3.47605 37474
3.47728 36679
3.4785 35884
3.47973 35089
3.48096 34294
3.48219 33499
3.48342 32704
3.48465 31910
3.48588 29930
3.48711 29200
3.49325 29930
3.49325 30001
3.49939 30072
3.50431 30142
3.51045 30212
3.51537 30282
3.52151 30352
3.52643 30422
3.68127 30492
3.68864 30561
3.69234 30630
3.69479 30699
3.70216 30768
3.70707 30837
3.71322 30906
3.71813 30974
3.72428 31042
3.72919 31110
3.88404 31178
3.89141 31246
3.8951 31314
3.89756 31382
3.9037 31449
3.90861 31516
3.91476 31583
3.91967 31650
3.92581 31717
3.93073 31784
4.08557 31851
4.09294 31917
4.09664 31983
4.0991 32049
4.10523 32115
4.11015 32181
4.12121 30660
4.12244 29200
4.12736 28105
4.12859 27254
4.13227 26402
4.1335 25550
4.28712 24699
4.28834 23847
4.29449 22995
4.29572 22144
4.29818 21292
4.29941 20440
4.30064 19589
4.30187 18737
4.30678 17885
4.30801 17034
4.31169 14600
4.32275 14746
4.48988 14890
4.50095 15033
4.51446 15174
4.51938 15314
4.52429 15453
4.69265 15590
4.70371 15726
4.71722 15861
4.72215 15995
4.89542 13140
4.90526 11680
4.90649 10220
4.91877 9247
4.92 8274
4.92369 5840
5.09696 6205
5.13014 6548
5.2985 6873
5.33291 7183
5.50127 7479
5.53567 7764
5.70403 8038
5.73721 8303
5.90557 8559
5.93874 8808
6.1071 9050
6.14028 9285
6.14274 9514
6.30987 9738
6.34305 9956
6.3455 10170
6.54582 7300
6.54828 5840
6.71419 4380
6.74614 2920
6.94768 3650
7.14891 4234
7.34922 4737
7.55044 5186
7.55198 5597
7.75352 5977
7.95475 6333
7.95628 6669
8.15628 6988
8.15905 7293
8.35905 7585
8.36181 7866
8.56181 8136
8.56427 8397
8.76335 8650
8.76581 8896
8.96489 9135
8.96734 9368
8.9698 9595
9.16765 9817
9.17011 10034
9.17257 10246
9.37042 10454
9.37287 10657
9.37533 10857
9.57195 11053
9.57441 11245
9.57687 11434
9.77349 11620
9.77595 11803
9.7784 11983
9.97503 12160
9.97748 12335
9.97994 12507
9.9824 12677
10.1815 10220
10.1827 8760
10.184 5840
10.1852 4380
10.5809 4866
10.5846 5304
10.7861 5705
10.9873 6078
10.9889 6428
11.1901 6759
11.1926 7074
11.3929 7375
11.3953 7664
11.5981 5840
11.5993 4380
11.7972 2920
11.7996 3650
12.0012 4234
12.2039 4737
12.4067 5186
12.6079 5597
12.6095 5977
12.811 6333
12.8135 6669
13.0138 6988
13.0162 7293
13.2165 7585
13.219 7866
13.4193 8136
13.4218 8397
13.6208 8650
13.6233 8896
13.8224 9135
13.8248 9368
13.8273 9595
14.0251 9817
14.0276 10034
14.0301 10246
14.2279 10454
14.2304 10657
14.2328 10857
14.4294 11053
14.4319 11245
14.4344 11434
14.631 11620
14.6334 11803
14.6359 11983
14.8325 12160
14.835 12335
14.8374 12507
14.8399 12677
15.0353 12845
15.0377 13010
15.0402 13173
15.0427 13334
15.2405 11680
15.2417 10220
15.243 8760
15.2442 7699
15.2454 6703
15.2467 5110
15.4396 4380
16.0427 1460
16.6457 2920
16.8485 3650
17.0513 4234
17.254 4737
17.4568 5186
17.658 5597
17.6596 5977
17.8611 6333
17.8636 6669
18.0639 6988
18.0663 7293
18.2666 7585
18.2691 7866
18.4694 8136
18.4718 8397
18.6709 8650
18.6734 8896
18.8725 9135
19.074 7300
19.0752 5840
19.0777 4380
19.0789 2920
19.2755 3650
19.4771 4234
19.6798 4737
19.8826 5186
